,date,format,deck,wins,games
2785,2023-06-09,MOM,Boros (RW) + Splash,46,88
2786,2023-06-09,MOM,Jeskai (WUR),34,59
2787,2023-06-09,MOM,Sultai (UBG),316,578
2788,2023-06-09,MOM,Mardu (BRW),33,65
2789,2023-06-09,MOM,Temur (RGU),41,76
2790,2023-06-09,MOM,Abzan (GWB),70,142
2791,2023-06-09,MOM,Esper (WUB),57,123
2792,2023-06-09,MOM,Grixis (UBR),69,137
2793,2023-06-09,MOM,Jund (BRG),49,95
2794,2023-06-09,MOM,Naya (RGW),14,28
2795,2023-06-09,MOM,Bant (GWU),24,50
2796,2023-06-09,MOM,Jeskai (WUR) + Splash,0,8
2797,2023-06-09,MOM,Sultai (UBG) + Splash,120,237
2798,2023-06-09,MOM,Mardu (BRW) + Splash,4,7
2799,2023-06-09,MOM,Temur (RGU) + Splash,29,54
2800,2023-06-09,MOM,Abzan (GWB) + Splash,38,65
2801,2023-06-09,MOM,Esper (WUB) + Splash,9,12
2802,2023-06-09,MOM,Grixis (UBR) + Splash,10,17
2803,2023-06-09,MOM,Jund (BRG) + Splash,8,21
2804,2023-06-09,MOM,Naya (RGW) + Splash,4,5
2805,2023-06-09,MOM,Bant (GWU) + Splash,28,46
2806,2023-06-09,MOM,Four-color,31,58
2807,2023-06-09,MOM,Four-color + Splash,59,106
2808,2023-06-09,MOM,Five-color,11,22
2809,2023-06-10,MOM,Mono-White,3,11
2810,2023-06-10,MOM,Mono-Blue,4,7
2811,2023-06-10,MOM,Mono-Black,0,1
2812,2023-06-10,MOM,Mono-Red,0,0
2813,2023-06-10,MOM,Mono-Green,8,16
2814,2023-06-10,MOM,Mono-White + Splash,10,21
2815,2023-06-10,MOM,Mono-Blue + Splash,0,1
2816,2023-06-10,MOM,Mono-Black + Splash,0,0
2817,2023-06-10,MOM,Mono-Red + Splash,3,6
2818,2023-06-10,MOM,Mono-Green + Splash,17,29
2819,2023-06-10,MOM,Azorius (WU),984,1716
2820,2023-06-10,MOM,Dimir (UB),754,1328
2821,2023-06-10,MOM,Rakdos (BR),529,974
2822,2023-06-10,MOM,Gruul (RG),173,316
2823,2023-06-10,MOM,Selesnya (GW),378,625
2824,2023-06-10,MOM,Orzhov (WB),188,353
2825,2023-06-10,MOM,Golgari (BG),228,388
2826,2023-06-10,MOM,Simic (GU),231,387
2827,2023-06-10,MOM,Izzet (UR),386,686
2828,2023-06-10,MOM,Boros (RW),391,667
2829,2023-06-10,MOM,Azorius (WU) + Splash,141,280
2830,2023-06-10,MOM,Dimir (UB) + Splash,280,501
2831,2023-06-10,MOM,Rakdos (BR) + Splash,163,280
2832,2023-06-10,MOM,Gruul (RG) + Splash,86,151
2833,2023-06-10,MOM,Selesnya (GW) + Splash,174,309
2834,2023-06-10,MOM,Orzhov (WB) + Splash,67,129
2835,2023-06-10,MOM,Golgari (BG) + Splash,169,345
2836,2023-06-10,MOM,Simic (GU) + Splash,223,412
2837,2023-06-10,MOM,Izzet (UR) + Splash,129,223
2838,2023-06-10,MOM,Boros (RW) + Splash,38,76
2839,2023-06-10,MOM,Jeskai (WUR),46,89
2840,2023-06-10,MOM,Sultai (UBG),353,592
2841,2023-06-10,MOM,Mardu (BRW),44,81
2842,2023-06-10,MOM,Temur (RGU),37,73
2843,2023-06-10,MOM,Abzan (GWB),111,192
2844,2023-06-10,MOM,Esper (WUB),67,136
2845,2023-06-10,MOM,Grixis (UBR),87,160
2846,2023-06-10,MOM,Jund (BRG),34,76
2847,2023-06-10,MOM,Naya (RGW),26,46
2848,2023-06-10,MOM,Bant (GWU),14,28
2849,2023-06-10,MOM,Jeskai (WUR) + Splash,12,18
2850,2023-06-10,MOM,Sultai (UBG) + Splash,141,257
2851,2023-06-10,MOM,Mardu (BRW) + Splash,1,2
2852,2023-06-10,MOM,Temur (RGU) + Splash,27,54
2853,2023-06-10,MOM,Abzan (GWB) + Splash,21,48
2854,2023-06-10,MOM,Esper (WUB) + Splash,0,2
2855,2023-06-10,MOM,Grixis (UBR) + Splash,29,55
2856,2023-06-10,MOM,Jund (BRG) + Splash,10,29
2857,2023-06-10,MOM,Naya (RGW) + Splash,0,3
2858,2023-06-10,MOM,Bant (GWU) + Splash,24,42
2859,2023-06-10,MOM,Four-color,32,62
2860,2023-06-10,MOM,Four-color + Splash,24,60
2861,2023-06-10,MOM,Five-color,22,41
2862,2023-06-11,MOM,Mono-White,0,3
2863,2023-06-11,MOM,Mono-Blue,4,8
2864,2023-06-11,MOM,Mono-Black,0,0
2865,2023-06-11,MOM,Mono-Red,2,3
2866,2023-06-11,MOM,Mono-Green,6,12
2867,2023-06-11,MOM,Mono-White + Splash,5,12
2868,2023-06-11,MOM,Mono-Blue + Splash,1,6
2869,2023-06-11,MOM,Mono-Black + Splash,1,6
2870,2023-06-11,MOM,Mono-Red + Splash,7,10
2871,2023-06-11,MOM,Mono-Green + Splash,19,30
2872,2023-06-11,MOM,Azorius (WU),991,1595
2873,2023-06-11,MOM,Dimir (UB),845,1544
2874,2023-06-11,MOM,Rakdos (BR),483,902
2875,2023-06-11,MOM,Gruul (RG),143,282
2876,2023-06-11,MOM,Selesnya (GW),393,677
2877,2023-06-11,MOM,Orzhov (WB),228,415
2878,2023-06-11,MOM,Golgari (BG),280,474
2879,2023-06-11,MOM,Simic (GU),212,386
2880,2023-06-11,MOM,Izzet (UR),382,668
2881,2023-06-11,MOM,Boros (RW),429,749
2882,2023-06-11,MOM,Azorius (WU) + Splash,147,289
2883,2023-06-11,MOM,Dimir (UB) + Splash,396,641
2884,2023-06-11,MOM,Rakdos (BR) + Splash,164,341
2885,2023-06-11,MOM,Gruul (RG) + Splash,89,169
2886,2023-06-11,MOM,Selesnya (GW) + Splash,123,232
2887,2023-06-11,MOM,Orzhov (WB) + Splash,61,123
2888,2023-06-11,MOM,Golgari (BG) + Splash,309,555
2889,2023-06-11,MOM,Simic (GU) + Splash,291,531
2890,2023-06-11,MOM,Izzet (UR) + Splash,150,286
2891,2023-06-11,MOM,Boros (RW) + Splash,26,51
2892,2023-06-11,MOM,Jeskai (WUR),37,74
2893,2023-06-11,MOM,Sultai (UBG),339,587
2894,2023-06-11,MOM,Mardu (BRW),48,113
2895,2023-06-11,MOM,Temur (RGU),45,88
2896,2023-06-11,MOM,Abzan (GWB),71,136
2897,2023-06-11,MOM,Esper (WUB),84,162
2898,2023-06-11,MOM,Grixis (UBR),68,135
2899,2023-06-11,MOM,Jund (BRG),34,67
2900,2023-06-11,MOM,Naya (RGW),15,34
2901,2023-06-11,MOM,Bant (GWU),26,47
2902,2023-06-11,MOM,Jeskai (WUR) + Splash,16,23
2903,2023-06-11,MOM,Sultai (UBG) + Splash,110,237
2904,2023-06-11,MOM,Mardu (BRW) + Splash,1,8
2905,2023-06-11,MOM,Temur (RGU) + Splash,47,78
2906,2023-06-11,MOM,Abzan (GWB) + Splash,45,87
2907,2023-06-11,MOM,Esper (WUB) + Splash,3,9
2908,2023-06-11,MOM,Grixis (UBR) + Splash,18,38
2909,2023-06-11,MOM,Jund (BRG) + Splash,28,58
2910,2023-06-11,MOM,Naya (RGW) + Splash,0,3
2911,2023-06-11,MOM,Bant (GWU) + Splash,20,41
2912,2023-06-11,MOM,Four-color,26,49
2913,2023-06-11,MOM,Four-color + Splash,59,111
2914,2023-06-11,MOM,Five-color,17,34
2915,2023-06-12,MOM,Mono-White,6,16
2916,2023-06-12,MOM,Mono-Blue,0,0
2917,2023-06-12,MOM,Mono-Black,0,0
2918,2023-06-12,MOM,Mono-Red,0,0
2919,2023-06-12,MOM,Mono-Green,0,0
2920,2023-06-12,MOM,Mono-White + Splash,1,3
2921,2023-06-12,MOM,Mono-Blue + Splash,1,1
2922,2023-06-12,MOM,Mono-Black + Splash,2,5
2923,2023-06-12,MOM,Mono-Red + Splash,0,0
2924,2023-06-12,MOM,Mono-Green + Splash,5,18
2925,2023-06-12,MOM,Azorius (WU),853,1407
2926,2023-06-12,MOM,Dimir (UB),757,1305
2927,2023-06-12,MOM,Rakdos (BR),429,769
2928,2023-06-12,MOM,Gruul (RG),116,224
2929,2023-06-12,MOM,Selesnya (GW),283,517
2930,2023-06-12,MOM,Orzhov (WB),185,338
2931,2023-06-12,MOM,Golgari (BG),188,348
2932,2023-06-12,MOM,Simic (GU),138,238
2933,2023-06-12,MOM,Izzet (UR),326,590
2934,2023-06-12,MOM,Boros (RW),383,660
2935,2023-06-12,MOM,Azorius (WU) + Splash,137,252
2936,2023-06-12,MOM,Dimir (UB) + Splash,280,494
2937,2023-06-12,MOM,Rakdos (BR) + Splash,167,303
2938,2023-06-12,MOM,Gruul (RG) + Splash,73,150
2939,2023-06-12,MOM,Selesnya (GW) + Splash,91,184
2940,2023-06-12,MOM,Orzhov (WB) + Splash,69,125
2941,2023-06-12,MOM,Golgari (BG) + Splash,257,462
2942,2023-06-12,MOM,Simic (GU) + Splash,212,367
2943,2023-06-12,MOM,Izzet (UR) + Splash,132,243
2944,2023-06-12,MOM,Boros (RW) + Splash,42,72
2945,2023-06-12,MOM,Jeskai (WUR),61,104
2946,2023-06-12,MOM,Sultai (UBG),368,632
2947,2023-06-12,MOM,Mardu (BRW),26,48
2948,2023-06-12,MOM,Temur (RGU),32,63
2949,2023-06-12,MOM,Abzan (GWB),61,139
2950,2023-06-12,MOM,Esper (WUB),52,129
2951,2023-06-12,MOM,Grixis (UBR),129,216
2952,2023-06-12,MOM,Jund (BRG),28,56
2953,2023-06-12,MOM,Naya (RGW),4,16
2954,2023-06-12,MOM,Bant (GWU),22,46
2955,2023-06-12,MOM,Jeskai (WUR) + Splash,4,7
2956,2023-06-12,MOM,Sultai (UBG) + Splash,80,147
2957,2023-06-12,MOM,Mardu (BRW) + Splash,0,0
2958,2023-06-12,MOM,Temur (RGU) + Splash,22,40
2959,2023-06-12,MOM,Abzan (GWB) + Splash,15,33
2960,2023-06-12,MOM,Esper (WUB) + Splash,5,14
2961,2023-06-12,MOM,Grixis (UBR) + Splash,13,27
2962,2023-06-12,MOM,Jund (BRG) + Splash,43,81
2963,2023-06-12,MOM,Naya (RGW) + Splash,11,19
2964,2023-06-12,MOM,Bant (GWU) + Splash,20,27
2965,2023-06-12,MOM,Four-color,21,34
2966,2023-06-12,MOM,Four-color + Splash,33,77
2967,2023-06-12,MOM,Five-color,17,38
2968,2023-06-13,MOM,Mono-White,7,7
2969,2023-06-13,MOM,Mono-Blue,0,0
2970,2023-06-13,MOM,Mono-Black,4,7
2971,2023-06-13,MOM,Mono-Red,0,2
2972,2023-06-13,MOM,Mono-Green,5,8
2973,2023-06-13,MOM,Mono-White + Splash,0,0
2974,2023-06-13,MOM,Mono-Blue + Splash,8,15
2975,2023-06-13,MOM,Mono-Black + Splash,0,1
2976,2023-06-13,MOM,Mono-Red + Splash,0,2
2977,2023-06-13,MOM,Mono-Green + Splash,0,0
2978,2023-06-13,MOM,Azorius (WU),655,1061
2979,2023-06-13,MOM,Dimir (UB),546,950
2980,2023-06-13,MOM,Rakdos (BR),334,584
2981,2023-06-13,MOM,Gruul (RG),101,181
2982,2023-06-13,MOM,Selesnya (GW),231,391
2983,2023-06-13,MOM,Orzhov (WB),114,212
2984,2023-06-13,MOM,Golgari (BG),165,281
2985,2023-06-13,MOM,Simic (GU),167,276
2986,2023-06-13,MOM,Izzet (UR),233,439
2987,2023-06-13,MOM,Boros (RW),228,401
2988,2023-06-13,MOM,Azorius (WU) + Splash,134,226
2989,2023-06-13,MOM,Dimir (UB) + Splash,190,335
2990,2023-06-13,MOM,Rakdos (BR) + Splash,140,251
2991,2023-06-13,MOM,Gruul (RG) + Splash,64,121
2992,2023-06-13,MOM,Selesnya (GW) + Splash,45,106
2993,2023-06-13,MOM,Orzhov (WB) + Splash,66,132
2994,2023-06-13,MOM,Golgari (BG) + Splash,149,272
2995,2023-06-13,MOM,Simic (GU) + Splash,152,276
2996,2023-06-13,MOM,Izzet (UR) + Splash,82,161
2997,2023-06-13,MOM,Boros (RW) + Splash,44,87
2998,2023-06-13,MOM,Jeskai (WUR),36,60
2999,2023-06-13,MOM,Sultai (UBG),214,364
3000,2023-06-13,MOM,Mardu (BRW),19,45
3001,2023-06-13,MOM,Temur (RGU),27,56
3002,2023-06-13,MOM,Abzan (GWB),64,120
3003,2023-06-13,MOM,Esper (WUB),49,102
3004,2023-06-13,MOM,Grixis (UBR),70,131
3005,2023-06-13,MOM,Jund (BRG),34,54
3006,2023-06-13,MOM,Naya (RGW),11,20
3007,2023-06-13,MOM,Bant (GWU),10,17
3008,2023-06-13,MOM,Jeskai (WUR) + Splash,4,7
3009,2023-06-13,MOM,Sultai (UBG) + Splash,86,143
3010,2023-06-13,MOM,Mardu (BRW) + Splash,5,6
3011,2023-06-13,MOM,Temur (RGU) + Splash,10,18
3012,2023-06-13,MOM,Abzan (GWB) + Splash,12,27
3013,2023-06-13,MOM,Esper (WUB) + Splash,7,12
3014,2023-06-13,MOM,Grixis (UBR) + Splash,11,21
3015,2023-06-13,MOM,Jund (BRG) + Splash,5,18
3016,2023-06-13,MOM,Naya (RGW) + Splash,0,0
3017,2023-06-13,MOM,Bant (GWU) + Splash,6,19
3018,2023-06-13,MOM,Four-color,19,34
3019,2023-06-13,MOM,Four-color + Splash,21,47
3020,2023-06-13,MOM,Five-color,1,5
3021,2023-06-14,MOM,Mono-White,0,0
3022,2023-06-14,MOM,Mono-Blue,0,0
3023,2023-06-14,MOM,Mono-Black,0,1
3024,2023-06-14,MOM,Mono-Red,0,0
3025,2023-06-14,MOM,Mono-Green,8,12
3026,2023-06-14,MOM,Mono-White + Splash,0,0
3027,2023-06-14,MOM,Mono-Blue + Splash,4,7
3028,2023-06-14,MOM,Mono-Black + Splash,0,0
3029,2023-06-14,MOM,Mono-Red + Splash,1,5
3030,2023-06-14,MOM,Mono-Green + Splash,1,2
3031,2023-06-14,MOM,Azorius (WU),542,950
3032,2023-06-14,MOM,Dimir (UB),444,780
3033,2023-06-14,MOM,Rakdos (BR),248,459
3034,2023-06-14,MOM,Gruul (RG),84,165
3035,2023-06-14,MOM,Selesnya (GW),216,386
3036,2023-06-14,MOM,Orzhov (WB),137,257
3037,2023-06-14,MOM,Golgari (BG),133,248
3038,2023-06-14,MOM,Simic (GU),110,203
3039,2023-06-14,MOM,Izzet (UR),232,391
3040,2023-06-14,MOM,Boros (RW),286,483
3041,2023-06-14,MOM,Azorius (WU) + Splash,75,142
3042,2023-06-14,MOM,Dimir (UB) + Splash,153,274
3043,2023-06-14,MOM,Rakdos (BR) + Splash,151,273
3044,2023-06-14,MOM,Gruul (RG) + Splash,53,98
3045,2023-06-14,MOM,Selesnya (GW) + Splash,69,134
3046,2023-06-14,MOM,Orzhov (WB) + Splash,43,90
3047,2023-06-14,MOM,Golgari (BG) + Splash,200,346
3048,2023-06-14,MOM,Simic (GU) + Splash,126,253
3049,2023-06-14,MOM,Izzet (UR) + Splash,103,179
3050,2023-06-14,MOM,Boros (RW) + Splash,27,56
3051,2023-06-14,MOM,Jeskai (WUR),31,46
3052,2023-06-14,MOM,Sultai (UBG),176,339
3053,2023-06-14,MOM,Mardu (BRW),19,38
3054,2023-06-14,MOM,Temur (RGU),4,17
3055,2023-06-14,MOM,Abzan (GWB),61,108
3056,2023-06-14,MOM,Esper (WUB),47,99
3057,2023-06-14,MOM,Grixis (UBR),78,133
3058,2023-06-14,MOM,Jund (BRG),34,67
3059,2023-06-14,MOM,Naya (RGW),7,13
3060,2023-06-14,MOM,Bant (GWU),10,22
3061,2023-06-14,MOM,Jeskai (WUR) + Splash,0,0
3062,2023-06-14,MOM,Sultai (UBG) + Splash,70,124
3063,2023-06-14,MOM,Mardu (BRW) + Splash,0,0
3064,2023-06-14,MOM,Temur (RGU) + Splash,6,14
3065,2023-06-14,MOM,Abzan (GWB) + Splash,20,31
3066,2023-06-14,MOM,Esper (WUB) + Splash,9,17
3067,2023-06-14,MOM,Grixis (UBR) + Splash,5,12
3068,2023-06-14,MOM,Jund (BRG) + Splash,12,21
3069,2023-06-14,MOM,Naya (RGW) + Splash,1,6
3070,2023-06-14,MOM,Bant (GWU) + Splash,19,34
3071,2023-06-14,MOM,Four-color,12,29
3072,2023-06-14,MOM,Four-color + Splash,28,59
3073,2023-06-14,MOM,Five-color,7,14
3074,2023-06-15,MOM,Mono-White,0,0
3075,2023-06-15,MOM,Mono-Blue,2,5
3076,2023-06-15,MOM,Mono-Black,0,0
3077,2023-06-15,MOM,Mono-Red,0,0
3078,2023-06-15,MOM,Mono-Green,1,3
3079,2023-06-15,MOM,Mono-White + Splash,5,8
3080,2023-06-15,MOM,Mono-Blue + Splash,3,6
3081,2023-06-15,MOM,Mono-Black + Splash,0,0
3082,2023-06-15,MOM,Mono-Red + Splash,3,5
3083,2023-06-15,MOM,Mono-Green + Splash,0,1
3084,2023-06-15,MOM,Azorius (WU),545,899
3085,2023-06-15,MOM,Dimir (UB),441,791
3086,2023-06-15,MOM,Rakdos (BR),216,416
3087,2023-06-15,MOM,Gruul (RG),53,122
3088,2023-06-15,MOM,Selesnya (GW),197,325
3089,2023-06-15,MOM,Orzhov (WB),114,209
3090,2023-06-15,MOM,Golgari (BG),134,252
3091,2023-06-15,MOM,Simic (GU),97,177
3092,2023-06-15,MOM,Izzet (UR),176,321
3093,2023-06-15,MOM,Boros (RW),172,308
3094,2023-06-15,MOM,Azorius (WU) + Splash,87,170
3095,2023-06-15,MOM,Dimir (UB) + Splash,222,368
3096,2023-06-15,MOM,Rakdos (BR) + Splash,66,130
3097,2023-06-15,MOM,Gruul (RG) + Splash,63,118
3098,2023-06-15,MOM,Selesnya (GW) + Splash,79,152
3099,2023-06-15,MOM,Orzhov (WB) + Splash,17,48
3100,2023-06-15,MOM,Golgari (BG) + Splash,162,288
3101,2023-06-15,MOM,Simic (GU) + Splash,187,323
3102,2023-06-15,MOM,Izzet (UR) + Splash,98,154
3103,2023-06-15,MOM,Boros (RW) + Splash,12,23
3104,2023-06-15,MOM,Jeskai (WUR),6,21
3105,2023-06-15,MOM,Sultai (UBG),205,367
3106,2023-06-15,MOM,Mardu (BRW),27,52
3107,2023-06-15,MOM,Temur (RGU),40,59
3108,2023-06-15,MOM,Abzan (GWB),62,110
3109,2023-06-15,MOM,Esper (WUB),37,82
3110,2023-06-15,MOM,Grixis (UBR),53,104
3111,2023-06-15,MOM,Jund (BRG),46,87
3112,2023-06-15,MOM,Naya (RGW),21,31
3113,2023-06-15,MOM,Bant (GWU),26,55
3114,2023-06-15,MOM,Jeskai (WUR) + Splash,1,6
3115,2023-06-15,MOM,Sultai (UBG) + Splash,90,147
3116,2023-06-15,MOM,Mardu (BRW) + Splash,0,0
3117,2023-06-15,MOM,Temur (RGU) + Splash,13,23
3118,2023-06-15,MOM,Abzan (GWB) + Splash,5,13
3119,2023-06-15,MOM,Esper (WUB) + Splash,7,8
3120,2023-06-15,MOM,Grixis (UBR) + Splash,2,5
3121,2023-06-15,MOM,Jund (BRG) + Splash,6,10
3122,2023-06-15,MOM,Naya (RGW) + Splash,3,9
3123,2023-06-15,MOM,Bant (GWU) + Splash,24,49
3124,2023-06-15,MOM,Four-color,31,58
3125,2023-06-15,MOM,Four-color + Splash,7,15
3126,2023-06-15,MOM,Five-color,6,10
3127,2023-06-16,MOM,Mono-White,1,2
3128,2023-06-16,MOM,Mono-Blue,0,0
3129,2023-06-16,MOM,Mono-Black,3,6
3130,2023-06-16,MOM,Mono-Red,0,0
3131,2023-06-16,MOM,Mono-Green,0,0
3132,2023-06-16,MOM,Mono-White + Splash,0,0
3133,2023-06-16,MOM,Mono-Blue + Splash,0,0
3134,2023-06-16,MOM,Mono-Black + Splash,4,6
3135,2023-06-16,MOM,Mono-Red + Splash,0,0
3136,2023-06-16,MOM,Mono-Green + Splash,1,1
3137,2023-06-16,MOM,Azorius (WU),626,1070
3138,2023-06-16,MOM,Dimir (UB),436,797
3139,2023-06-16,MOM,Rakdos (BR),256,464
3140,2023-06-16,MOM,Gruul (RG),90,154
3141,2023-06-16,MOM,Selesnya (GW),167,300
3142,2023-06-16,MOM,Orzhov (WB),160,279
3143,2023-06-16,MOM,Golgari (BG),110,217
3144,2023-06-16,MOM,Simic (GU),118,213
3145,2023-06-16,MOM,Izzet (UR),227,417
3146,2023-06-16,MOM,Boros (RW),235,384
3147,2023-06-16,MOM,Azorius (WU) + Splash,87,174
3148,2023-06-16,MOM,Dimir (UB) + Splash,161,289
3149,2023-06-16,MOM,Rakdos (BR) + Splash,102,175
3150,2023-06-16,MOM,Gruul (RG) + Splash,70,133
3151,2023-06-16,MOM,Selesnya (GW) + Splash,54,109
3152,2023-06-16,MOM,Orzhov (WB) + Splash,25,60
3153,2023-06-16,MOM,Golgari (BG) + Splash,92,176
3154,2023-06-16,MOM,Simic (GU) + Splash,120,217
3155,2023-06-16,MOM,Izzet (UR) + Splash,74,148
3156,2023-06-16,MOM,Boros (RW) + Splash,38,66
3157,2023-06-16,MOM,Jeskai (WUR),34,65
3158,2023-06-16,MOM,Sultai (UBG),173,328
3159,2023-06-16,MOM,Mardu (BRW),16,26
3160,2023-06-16,MOM,Temur (RGU),33,59
3161,2023-06-16,MOM,Abzan (GWB),63,114
3162,2023-06-16,MOM,Esper (WUB),45,87
3163,2023-06-16,MOM,Grixis (UBR),63,109
3164,2023-06-16,MOM,Jund (BRG),21,38
3165,2023-06-16,MOM,Naya (RGW),20,35
3166,2023-06-16,MOM,Bant (GWU),17,34
3167,2023-06-16,MOM,Jeskai (WUR) + Splash,0,0
3168,2023-06-16,MOM,Sultai (UBG) + Splash,83,164
3169,2023-06-16,MOM,Mardu (BRW) + Splash,0,0
3170,2023-06-16,MOM,Temur (RGU) + Splash,8,18
3171,2023-06-16,MOM,Abzan (GWB) + Splash,13,19
3172,2023-06-16,MOM,Esper (WUB) + Splash,6,13
3173,2023-06-16,MOM,Grixis (UBR) + Splash,9,18
3174,2023-06-16,MOM,Jund (BRG) + Splash,8,15
3175,2023-06-16,MOM,Naya (RGW) + Splash,8,16
3176,2023-06-16,MOM,Bant (GWU) + Splash,4,11
3177,2023-06-16,MOM,Four-color,26,41
3178,2023-06-16,MOM,Four-color + Splash,13,35
3179,2023-06-16,MOM,Five-color,7,15
3180,2023-06-17,MOM,Mono-White,3,8
3181,2023-06-17,MOM,Mono-Blue,3,6
3182,2023-06-17,MOM,Mono-Black,2,4
3183,2023-06-17,MOM,Mono-Red,7,11
3184,2023-06-17,MOM,Mono-Green,0,0
3185,2023-06-17,MOM,Mono-White + Splash,0,0
3186,2023-06-17,MOM,Mono-Blue + Splash,3,9
3187,2023-06-17,MOM,Mono-Black + Splash,3,3
3188,2023-06-17,MOM,Mono-Red + Splash,5,11
3189,2023-06-17,MOM,Mono-Green + Splash,0,0
3190,2023-06-17,MOM,Azorius (WU),456,823
3191,2023-06-17,MOM,Dimir (UB),474,807
3192,2023-06-17,MOM,Rakdos (BR),182,371
3193,2023-06-17,MOM,Gruul (RG),107,189
3194,2023-06-17,MOM,Selesnya (GW),172,322
3195,2023-06-17,MOM,Orzhov (WB),121,238
3196,2023-06-17,MOM,Golgari (BG),97,176
3197,2023-06-17,MOM,Simic (GU),63,133
3198,2023-06-17,MOM,Izzet (UR),228,386
3199,2023-06-17,MOM,Boros (RW),190,322
3200,2023-06-17,MOM,Azorius (WU) + Splash,73,141
3201,2023-06-17,MOM,Dimir (UB) + Splash,145,250
3202,2023-06-17,MOM,Rakdos (BR) + Splash,112,206
3203,2023-06-17,MOM,Gruul (RG) + Splash,51,93
3204,2023-06-17,MOM,Selesnya (GW) + Splash,56,107
3205,2023-06-17,MOM,Orzhov (WB) + Splash,62,103
3206,2023-06-17,MOM,Golgari (BG) + Splash,119,230
3207,2023-06-17,MOM,Simic (GU) + Splash,134,240
3208,2023-06-17,MOM,Izzet (UR) + Splash,82,139
3209,2023-06-17,MOM,Boros (RW) + Splash,42,70
3210,2023-06-17,MOM,Jeskai (WUR),28,47
3211,2023-06-17,MOM,Sultai (UBG),224,389
3212,2023-06-17,MOM,Mardu (BRW),18,26
3213,2023-06-17,MOM,Temur (RGU),18,43
3214,2023-06-17,MOM,Abzan (GWB),53,94
3215,2023-06-17,MOM,Esper (WUB),44,102
3216,2023-06-17,MOM,Grixis (UBR),46,96
3217,2023-06-17,MOM,Jund (BRG),17,44
3218,2023-06-17,MOM,Naya (RGW),19,29
3219,2023-06-17,MOM,Bant (GWU),23,43
3220,2023-06-17,MOM,Jeskai (WUR) + Splash,5,9
3221,2023-06-17,MOM,Sultai (UBG) + Splash,48,116
3222,2023-06-17,MOM,Mardu (BRW) + Splash,1,4
3223,2023-06-17,MOM,Temur (RGU) + Splash,26,38
3224,2023-06-17,MOM,Abzan (GWB) + Splash,3,7
3225,2023-06-17,MOM,Esper (WUB) + Splash,9,22
3226,2023-06-17,MOM,Grixis (UBR) + Splash,22,30
3227,2023-06-17,MOM,Jund (BRG) + Splash,1,4
3228,2023-06-17,MOM,Naya (RGW) + Splash,7,9
3229,2023-06-17,MOM,Bant (GWU) + Splash,0,1
3230,2023-06-17,MOM,Four-color,13,24
3231,2023-06-17,MOM,Four-color + Splash,38,69
3232,2023-06-17,MOM,Five-color,4,12
3233,2023-06-18,MOM,Mono-White,0,0
3234,2023-06-18,MOM,Mono-Blue,0,0
3235,2023-06-18,MOM,Mono-Black,0,0
3236,2023-06-18,MOM,Mono-Red,0,0
3237,2023-06-18,MOM,Mono-Green,0,0
3238,2023-06-18,MOM,Mono-White + Splash,0,3
3239,2023-06-18,MOM,Mono-Blue + Splash,0,1
3240,2023-06-18,MOM,Mono-Black + Splash,0,0
3241,2023-06-18,MOM,Mono-Red + Splash,0,0
3242,2023-06-18,MOM,Mono-Green + Splash,12,19
3243,2023-06-18,MOM,Azorius (WU),450,777
3244,2023-06-18,MOM,Dimir (UB),532,910
3245,2023-06-18,MOM,Rakdos (BR),203,384
3246,2023-06-18,MOM,Gruul (RG),70,134
3247,2023-06-18,MOM,Selesnya (GW),217,365
3248,2023-06-18,MOM,Orzhov (WB),149,269
3249,2023-06-18,MOM,Golgari (BG),111,190
3250,2023-06-18,MOM,Simic (GU),99,191
3251,2023-06-18,MOM,Izzet (UR),206,362
3252,2023-06-18,MOM,Boros (RW),185,326
3253,2023-06-18,MOM,Azorius (WU) + Splash,54,111
3254,2023-06-18,MOM,Dimir (UB) + Splash,189,304
3255,2023-06-18,MOM,Rakdos (BR) + Splash,79,169
3256,2023-06-18,MOM,Gruul (RG) + Splash,32,65
3257,2023-06-18,MOM,Selesnya (GW) + Splash,62,121
3258,2023-06-18,MOM,Orzhov (WB) + Splash,14,38
3259,2023-06-18,MOM,Golgari (BG) + Splash,138,243
3260,2023-06-18,MOM,Simic (GU) + Splash,98,167
3261,2023-06-18,MOM,Izzet (UR) + Splash,77,147
3262,2023-06-18,MOM,Boros (RW) + Splash,27,51
3263,2023-06-18,MOM,Jeskai (WUR),29,50
3264,2023-06-18,MOM,Sultai (UBG),127,259
3265,2023-06-18,MOM,Mardu (BRW),7,29
3266,2023-06-18,MOM,Temur (RGU),28,50
3267,2023-06-18,MOM,Abzan (GWB),35,69
3268,2023-06-18,MOM,Esper (WUB),33,78
3269,2023-06-18,MOM,Grixis (UBR),69,132
3270,2023-06-18,MOM,Jund (BRG),32,60
3271,2023-06-18,MOM,Naya (RGW),7,17
3272,2023-06-18,MOM,Bant (GWU),22,47
3273,2023-06-18,MOM,Jeskai (WUR) + Splash,2,4
3274,2023-06-18,MOM,Sultai (UBG) + Splash,79,128
3275,2023-06-18,MOM,Mardu (BRW) + Splash,5,8
3276,2023-06-18,MOM,Temur (RGU) + Splash,14,30
3277,2023-06-18,MOM,Abzan (GWB) + Splash,7,9
3278,2023-06-18,MOM,Esper (WUB) + Splash,7,18
