,date,format,deck,wins,games
1024,2023-07-09,LTR,Simic (GU),15,23
1025,2023-07-09,LTR,Izzet (UR),309,486
1026,2023-07-09,LTR,Boros (RW),142,225
1027,2023-07-09,LTR,Azorius (WU) + Splash,26,44
1028,2023-07-09,LTR,Dimir (UB) + Splash,71,131
1029,2023-07-09,LTR,Rakdos (BR) + Splash,56,104
1030,2023-07-09,LTR,Gruul (RG) + Splash,11,22
1031,2023-07-09,LTR,Selesnya (GW) + Splash,61,95
1032,2023-07-09,LTR,Orzhov (WB) + Splash,58,100
1033,2023-07-09,LTR,Golgari (BG) + Splash,72,128
1034,2023-07-09,LTR,Simic (GU) + Splash,15,28
1035,2023-07-09,LTR,Izzet (UR) + Splash,77,132
1036,2023-07-09,LTR,Boros (RW) + Splash,5,14
1037,2023-07-09,LTR,Jeskai (WUR),3,9
1038,2023-07-09,LTR,Sultai (UBG),3,4
1039,2023-07-09,LTR,Mardu (BRW),18,38
1040,2023-07-09,LTR,Temur (RGU),2,5
1041,2023-07-09,LTR,Abzan (GWB),16,32
1042,2023-07-09,LTR,Esper (WUB),22,34
1043,2023-07-09,LTR,Grixis (UBR),65,104
1044,2023-07-09,LTR,Jund (BRG),5,11
1045,2023-07-09,LTR,Naya (RGW),8,19
1046,2023-07-09,LTR,Bant (GWU),10,13
1047,2023-07-09,LTR,Jeskai (WUR) + Splash,1,1
1048,2023-07-09,LTR,Sultai (UBG) + Splash,2,4
1049,2023-07-09,LTR,Mardu (BRW) + Splash,0,0
1050,2023-07-09,LTR,Temur (RGU) + Splash,0,0
1051,2023-07-09,LTR,Abzan (GWB) + Splash,3,4
1052,2023-07-09,LTR,Esper (WUB) + Splash,0,0
1053,2023-07-09,LTR,Grixis (UBR) + Splash,9,15
1054,2023-07-09,LTR,Jund (BRG) + Splash,0,0
1055,2023-07-09,LTR,Naya (RGW) + Splash,0,0
1056,2023-07-09,LTR,Bant (GWU) + Splash,5,10
1057,2023-07-09,LTR,Four-color,8,15
1058,2023-07-09,LTR,Four-color + Splash,0,3
1059,2023-07-09,LTR,Five-color,0,0
1060,2023-07-10,LTR,Mono-White,0,0
1061,2023-07-10,LTR,Mono-Blue,0,0
1062,2023-07-10,LTR,Mono-Black,6,11
1063,2023-07-10,LTR,Mono-Red,5,9
1064,2023-07-10,LTR,Mono-Green,0,2
1065,2023-07-10,LTR,Mono-White + Splash,4,7
1066,2023-07-10,LTR,Mono-Blue + Splash,0,0
1067,2023-07-10,LTR,Mono-Black + Splash,0,0
1068,2023-07-10,LTR,Mono-Red + Splash,2,2
1069,2023-07-10,LTR,Mono-Green + Splash,0,0
1070,2023-07-10,LTR,Azorius (WU),57,101
1071,2023-07-10,LTR,Dimir (UB),206,345
1072,2023-07-10,LTR,Rakdos (BR),347,588
1073,2023-07-10,LTR,Gruul (RG),20,38
1074,2023-07-10,LTR,Selesnya (GW),22,50
1075,2023-07-10,LTR,Orzhov (WB),131,223
1076,2023-07-10,LTR,Golgari (BG),77,125
1077,2023-07-10,LTR,Simic (GU),11,23
1078,2023-07-10,LTR,Izzet (UR),368,561
1079,2023-07-10,LTR,Boros (RW),127,208
1080,2023-07-10,LTR,Azorius (WU) + Splash,10,20
1081,2023-07-10,LTR,Dimir (UB) + Splash,86,150
1082,2023-07-10,LTR,Rakdos (BR) + Splash,83,144
1083,2023-07-10,LTR,Gruul (RG) + Splash,27,45
1084,2023-07-10,LTR,Selesnya (GW) + Splash,32,55
1085,2023-07-10,LTR,Orzhov (WB) + Splash,47,100
1086,2023-07-10,LTR,Golgari (BG) + Splash,56,97
1087,2023-07-10,LTR,Simic (GU) + Splash,24,43
1088,2023-07-10,LTR,Izzet (UR) + Splash,73,131
1089,2023-07-10,LTR,Boros (RW) + Splash,10,19
1090,2023-07-10,LTR,Jeskai (WUR),3,6
1091,2023-07-10,LTR,Sultai (UBG),9,29
1092,2023-07-10,LTR,Mardu (BRW),30,48
1093,2023-07-10,LTR,Temur (RGU),0,3
1094,2023-07-10,LTR,Abzan (GWB),9,21
1095,2023-07-10,LTR,Esper (WUB),10,26
1096,2023-07-10,LTR,Grixis (UBR),57,102
1097,2023-07-10,LTR,Jund (BRG),11,17
1098,2023-07-10,LTR,Naya (RGW),12,20
1099,2023-07-10,LTR,Bant (GWU),11,16
1100,2023-07-10,LTR,Jeskai (WUR) + Splash,4,7
1101,2023-07-10,LTR,Sultai (UBG) + Splash,10,14
1102,2023-07-10,LTR,Mardu (BRW) + Splash,0,0
1103,2023-07-10,LTR,Temur (RGU) + Splash,9,14
1104,2023-07-10,LTR,Abzan (GWB) + Splash,3,6
1105,2023-07-10,LTR,Esper (WUB) + Splash,0,0
1106,2023-07-10,LTR,Grixis (UBR) + Splash,0,0
1107,2023-07-10,LTR,Jund (BRG) + Splash,6,8
1108,2023-07-10,LTR,Naya (RGW) + Splash,7,14
1109,2023-07-10,LTR,Bant (GWU) + Splash,7,12
1110,2023-07-10,LTR,Four-color,15,22
1111,2023-07-10,LTR,Four-color + Splash,0,2
1112,2023-07-10,LTR,Five-color,0,0
1113,2023-07-11,LTR,Mono-White,0,0
1114,2023-07-11,LTR,Mono-Blue,0,0
1115,2023-07-11,LTR,Mono-Black,3,4
1116,2023-07-11,LTR,Mono-Red,1,2
1117,2023-07-11,LTR,Mono-Green,0,0
1118,2023-07-11,LTR,Mono-White + Splash,0,0
1119,2023-07-11,LTR,Mono-Blue + Splash,7,13
1120,2023-07-11,LTR,Mono-Black + Splash,6,11
1121,2023-07-11,LTR,Mono-Red + Splash,1,2
1122,2023-07-11,LTR,Mono-Green + Splash,4,7
1123,2023-07-11,LTR,Azorius (WU),46,84
1124,2023-07-11,LTR,Dimir (UB),170,296
1125,2023-07-11,LTR,Rakdos (BR),246,426
1126,2023-07-11,LTR,Gruul (RG),61,94
1127,2023-07-11,LTR,Selesnya (GW),10,24
1128,2023-07-11,LTR,Orzhov (WB),128,202
1129,2023-07-11,LTR,Golgari (BG),62,106
1130,2023-07-11,LTR,Simic (GU),25,44
1131,2023-07-11,LTR,Izzet (UR),316,512
1132,2023-07-11,LTR,Boros (RW),118,206
1133,2023-07-11,LTR,Azorius (WU) + Splash,12,23
1134,2023-07-11,LTR,Dimir (UB) + Splash,60,109
1135,2023-07-11,LTR,Rakdos (BR) + Splash,49,79
1136,2023-07-11,LTR,Gruul (RG) + Splash,17,29
1137,2023-07-11,LTR,Selesnya (GW) + Splash,42,67
1138,2023-07-11,LTR,Orzhov (WB) + Splash,37,58
1139,2023-07-11,LTR,Golgari (BG) + Splash,56,89
1140,2023-07-11,LTR,Simic (GU) + Splash,3,10
1141,2023-07-11,LTR,Izzet (UR) + Splash,86,124
1142,2023-07-11,LTR,Boros (RW) + Splash,11,20
1143,2023-07-11,LTR,Jeskai (WUR),6,9
1144,2023-07-11,LTR,Sultai (UBG),20,34
1145,2023-07-11,LTR,Mardu (BRW),8,17
1146,2023-07-11,LTR,Temur (RGU),4,6
1147,2023-07-11,LTR,Abzan (GWB),16,29
1148,2023-07-11,LTR,Esper (WUB),16,26
1149,2023-07-11,LTR,Grixis (UBR),45,90
1150,2023-07-11,LTR,Jund (BRG),7,17
1151,2023-07-11,LTR,Naya (RGW),7,12
1152,2023-07-11,LTR,Bant (GWU),11,19
1153,2023-07-11,LTR,Jeskai (WUR) + Splash,0,0
1154,2023-07-11,LTR,Sultai (UBG) + Splash,13,18
1155,2023-07-11,LTR,Mardu (BRW) + Splash,0,0
1156,2023-07-11,LTR,Temur (RGU) + Splash,1,8
1157,2023-07-11,LTR,Abzan (GWB) + Splash,10,16
1158,2023-07-11,LTR,Esper (WUB) + Splash,0,0
1159,2023-07-11,LTR,Grixis (UBR) + Splash,6,9
1160,2023-07-11,LTR,Jund (BRG) + Splash,7,12
1161,2023-07-11,LTR,Naya (RGW) + Splash,7,16
1162,2023-07-11,LTR,Bant (GWU) + Splash,4,8
1163,2023-07-11,LTR,Four-color,4,8
1164,2023-07-11,LTR,Four-color + Splash,8,16
1165,2023-07-11,LTR,Five-color,0,0
1166,2023-07-12,LTR,Mono-White,0,0
1167,2023-07-12,LTR,Mono-Blue,0,0
1168,2023-07-12,LTR,Mono-Black,0,0
1169,2023-07-12,LTR,Mono-Red,2,3
1170,2023-07-12,LTR,Mono-Green,0,0
1171,2023-07-12,LTR,Mono-White + Splash,0,0
1172,2023-07-12,LTR,Mono-Blue + Splash,0,0
1173,2023-07-12,LTR,Mono-Black + Splash,6,11
1174,2023-07-12,LTR,Mono-Red + Splash,0,0
1175,2023-07-12,LTR,Mono-Green + Splash,3,6
1176,2023-07-12,LTR,Azorius (WU),59,89
1177,2023-07-12,LTR,Dimir (UB),147,238
1178,2023-07-12,LTR,Rakdos (BR),293,484
1179,2023-07-12,LTR,Gruul (RG),10,17
1180,2023-07-12,LTR,Selesnya (GW),32,51
1181,2023-07-12,LTR,Orzhov (WB),117,197
1182,2023-07-12,LTR,Golgari (BG),79,135
1183,2023-07-12,LTR,Simic (GU),9,18
1184,2023-07-12,LTR,Izzet (UR),307,478
1185,2023-07-12,LTR,Boros (RW),93,156
1186,2023-07-12,LTR,Azorius (WU) + Splash,24,37
1187,2023-07-12,LTR,Dimir (UB) + Splash,80,143
1188,2023-07-12,LTR,Rakdos (BR) + Splash,53,94
1189,2023-07-12,LTR,Gruul (RG) + Splash,26,46
1190,2023-07-12,LTR,Selesnya (GW) + Splash,39,63
1191,2023-07-12,LTR,Orzhov (WB) + Splash,43,72
1192,2023-07-12,LTR,Golgari (BG) + Splash,59,101
1193,2023-07-12,LTR,Simic (GU) + Splash,37,65
1194,2023-07-12,LTR,Izzet (UR) + Splash,43,76
1195,2023-07-12,LTR,Boros (RW) + Splash,21,41
1196,2023-07-12,LTR,Jeskai (WUR),0,1
1197,2023-07-12,LTR,Sultai (UBG),10,17
1198,2023-07-12,LTR,Mardu (BRW),10,17
1199,2023-07-12,LTR,Temur (RGU),0,0
1200,2023-07-12,LTR,Abzan (GWB),9,19
1201,2023-07-12,LTR,Esper (WUB),5,13
1202,2023-07-12,LTR,Grixis (UBR),33,61
1203,2023-07-12,LTR,Jund (BRG),5,9
1204,2023-07-12,LTR,Naya (RGW),26,43
1205,2023-07-12,LTR,Bant (GWU),7,10
1206,2023-07-12,LTR,Jeskai (WUR) + Splash,0,0
1207,2023-07-12,LTR,Sultai (UBG) + Splash,10,19
1208,2023-07-12,LTR,Mardu (BRW) + Splash,2,5
1209,2023-07-12,LTR,Temur (RGU) + Splash,5,10
1210,2023-07-12,LTR,Abzan (GWB) + Splash,6,14
1211,2023-07-12,LTR,Esper (WUB) + Splash,0,0
1212,2023-07-12,LTR,Grixis (UBR) + Splash,1,4
1213,2023-07-12,LTR,Jund (BRG) + Splash,0,0
1214,2023-07-12,LTR,Naya (RGW) + Splash,4,6
1215,2023-07-12,LTR,Bant (GWU) + Splash,10,15
1216,2023-07-12,LTR,Four-color,16,30
1217,2023-07-12,LTR,Four-color + Splash,10,21
1218,2023-07-12,LTR,Five-color,1,3
1219,2023-07-13,LTR,Mono-White,0,0
1220,2023-07-13,LTR,Mono-Blue,0,0
1221,2023-07-13,LTR,Mono-Black,1,3
1222,2023-07-13,LTR,Mono-Red,0,0
1223,2023-07-13,LTR,Mono-Green,0,0
1224,2023-07-13,LTR,Mono-White + Splash,0,0
1225,2023-07-13,LTR,Mono-Blue + Splash,4,5
1226,2023-07-13,LTR,Mono-Black + Splash,2,2
1227,2023-07-13,LTR,Mono-Red + Splash,0,0
1228,2023-07-13,LTR,Mono-Green + Splash,0,0
1229,2023-07-13,LTR,Azorius (WU),49,80
1230,2023-07-13,LTR,Dimir (UB),197,313
1231,2023-07-13,LTR,Rakdos (BR),229,376
1232,2023-07-13,LTR,Gruul (RG),26,47
1233,2023-07-13,LTR,Selesnya (GW),43,69
1234,2023-07-13,LTR,Orzhov (WB),87,135
1235,2023-07-13,LTR,Golgari (BG),74,109
1236,2023-07-13,LTR,Simic (GU),15,30
1237,2023-07-13,LTR,Izzet (UR),296,508
1238,2023-07-13,LTR,Boros (RW),72,132
1239,2023-07-13,LTR,Azorius (WU) + Splash,6,10
1240,2023-07-13,LTR,Dimir (UB) + Splash,95,180
1241,2023-07-13,LTR,Rakdos (BR) + Splash,50,81
1242,2023-07-13,LTR,Gruul (RG) + Splash,12,26
1243,2023-07-13,LTR,Selesnya (GW) + Splash,33,56
1244,2023-07-13,LTR,Orzhov (WB) + Splash,31,55
1245,2023-07-13,LTR,Golgari (BG) + Splash,68,106
1246,2023-07-13,LTR,Simic (GU) + Splash,26,54
1247,2023-07-13,LTR,Izzet (UR) + Splash,86,142
1248,2023-07-13,LTR,Boros (RW) + Splash,15,28
1249,2023-07-13,LTR,Jeskai (WUR),2,6
1250,2023-07-13,LTR,Sultai (UBG),13,20
1251,2023-07-13,LTR,Mardu (BRW),5,9
1252,2023-07-13,LTR,Temur (RGU),0,2
1253,2023-07-13,LTR,Abzan (GWB),22,38
1254,2023-07-13,LTR,Esper (WUB),3,12
1255,2023-07-13,LTR,Grixis (UBR),24,48
1256,2023-07-13,LTR,Jund (BRG),20,36
1257,2023-07-13,LTR,Naya (RGW),9,16
1258,2023-07-13,LTR,Bant (GWU),0,0
1259,2023-07-13,LTR,Jeskai (WUR) + Splash,0,0
1260,2023-07-13,LTR,Sultai (UBG) + Splash,3,7
1261,2023-07-13,LTR,Mardu (BRW) + Splash,0,0
1262,2023-07-13,LTR,Temur (RGU) + Splash,0,0
1263,2023-07-13,LTR,Abzan (GWB) + Splash,19,29
1264,2023-07-13,LTR,Esper (WUB) + Splash,0,1
1265,2023-07-13,LTR,Grixis (UBR) + Splash,0,0
1266,2023-07-13,LTR,Jund (BRG) + Splash,0,0
1267,2023-07-13,LTR,Naya (RGW) + Splash,9,16
1268,2023-07-13,LTR,Bant (GWU) + Splash,5,15
1269,2023-07-13,LTR,Four-color,2,4
1270,2023-07-13,LTR,Four-color + Splash,3,8
1271,2023-07-13,LTR,Five-color,0,0
1272,2023-07-14,LTR,Mono-White,0,0
1273,2023-07-14,LTR,Mono-Blue,0,0
1274,2023-07-14,LTR,Mono-Black,0,0
1275,2023-07-14,LTR,Mono-Red,7,7
1276,2023-07-14,LTR,Mono-Green,0,0
1277,2023-07-14,LTR,Mono-White + Splash,0,0
1278,2023-07-14,LTR,Mono-Blue + Splash,4,7
1279,2023-07-14,LTR,Mono-Black + Splash,3,6
1280,2023-07-14,LTR,Mono-Red + Splash,7,8
1281,2023-07-14,LTR,Mono-Green + Splash,0,0
1282,2023-07-14,LTR,Azorius (WU),37,63
1283,2023-07-14,LTR,Dimir (UB),152,246
1284,2023-07-14,LTR,Rakdos (BR),301,477
1285,2023-07-14,LTR,Gruul (RG),10,17
1286,2023-07-14,LTR,Selesnya (GW),8,13
1287,2023-07-14,LTR,Orzhov (WB),119,187
1288,2023-07-14,LTR,Golgari (BG),45,75
1289,2023-07-14,LTR,Simic (GU),16,31
1290,2023-07-14,LTR,Izzet (UR),246,386
1291,2023-07-14,LTR,Boros (RW),124,191
1292,2023-07-14,LTR,Azorius (WU) + Splash,7,13
1293,2023-07-14,LTR,Dimir (UB) + Splash,103,174
1294,2023-07-14,LTR,Rakdos (BR) + Splash,10,30
1295,2023-07-14,LTR,Gruul (RG) + Splash,14,34
1296,2023-07-14,LTR,Selesnya (GW) + Splash,47,76
1297,2023-07-14,LTR,Orzhov (WB) + Splash,15,36
1298,2023-07-14,LTR,Golgari (BG) + Splash,52,102
1299,2023-07-14,LTR,Simic (GU) + Splash,24,42
1300,2023-07-14,LTR,Izzet (UR) + Splash,73,123
1301,2023-07-14,LTR,Boros (RW) + Splash,1,5
1302,2023-07-14,LTR,Jeskai (WUR),13,20
1303,2023-07-14,LTR,Sultai (UBG),3,7
1304,2023-07-14,LTR,Mardu (BRW),11,19
1305,2023-07-14,LTR,Temur (RGU),3,7
1306,2023-07-14,LTR,Abzan (GWB),8,14
1307,2023-07-14,LTR,Esper (WUB),10,16
1308,2023-07-14,LTR,Grixis (UBR),28,45
1309,2023-07-14,LTR,Jund (BRG),13,20
1310,2023-07-14,LTR,Naya (RGW),1,4
1311,2023-07-14,LTR,Bant (GWU),4,7
1312,2023-07-14,LTR,Jeskai (WUR) + Splash,0,0
1313,2023-07-14,LTR,Sultai (UBG) + Splash,4,7
1314,2023-07-14,LTR,Mardu (BRW) + Splash,0,0
1315,2023-07-14,LTR,Temur (RGU) + Splash,0,3
1316,2023-07-14,LTR,Abzan (GWB) + Splash,6,16
1317,2023-07-14,LTR,Esper (WUB) + Splash,0,0
1318,2023-07-14,LTR,Grixis (UBR) + Splash,7,11
1319,2023-07-14,LTR,Jund (BRG) + Splash,1,4
1320,2023-07-14,LTR,Naya (RGW) + Splash,0,0
1321,2023-07-14,LTR,Bant (GWU) + Splash,14,16
1322,2023-07-14,LTR,Four-color,2,9
1323,2023-07-14,LTR,Four-color + Splash,0,1
1324,2023-07-14,LTR,Five-color,0,0
1325,2023-07-15,LTR,Mono-White,0,0
1326,2023-07-15,LTR,Mono-Blue,0,0
1327,2023-07-15,LTR,Mono-Black,0,0
1328,2023-07-15,LTR,Mono-Red,0,0
1329,2023-07-15,LTR,Mono-Green,0,0
1330,2023-07-15,LTR,Mono-White + Splash,0,0
1331,2023-07-15,LTR,Mono-Blue + Splash,4,4
1332,2023-07-15,LTR,Mono-Black + Splash,1,2
1333,2023-07-15,LTR,Mono-Red + Splash,0,0
1334,2023-07-15,LTR,Mono-Green + Splash,0,0
1335,2023-07-15,LTR,Azorius (WU),43,63
1336,2023-07-15,LTR,Dimir (UB),156,255
1337,2023-07-15,LTR,Rakdos (BR),225,350
1338,2023-07-15,LTR,Gruul (RG),28,43
1339,2023-07-15,LTR,Selesnya (GW),22,42
1340,2023-07-15,LTR,Orzhov (WB),99,169
1341,2023-07-15,LTR,Golgari (BG),37,54
1342,2023-07-15,LTR,Simic (GU),3,10
1343,2023-07-15,LTR,Izzet (UR),194,339
1344,2023-07-15,LTR,Boros (RW),80,135
1345,2023-07-15,LTR,Azorius (WU) + Splash,9,15
1346,2023-07-15,LTR,Dimir (UB) + Splash,51,88
1347,2023-07-15,LTR,Rakdos (BR) + Splash,37,68
1348,2023-07-15,LTR,Gruul (RG) + Splash,4,13
1349,2023-07-15,LTR,Selesnya (GW) + Splash,37,67
1350,2023-07-15,LTR,Orzhov (WB) + Splash,31,55
1351,2023-07-15,LTR,Golgari (BG) + Splash,45,69
1352,2023-07-15,LTR,Simic (GU) + Splash,13,24
1353,2023-07-15,LTR,Izzet (UR) + Splash,88,135
1354,2023-07-15,LTR,Boros (RW) + Splash,6,18
1355,2023-07-15,LTR,Jeskai (WUR),5,8
1356,2023-07-15,LTR,Sultai (UBG),2,5
1357,2023-07-15,LTR,Mardu (BRW),8,14
1358,2023-07-15,LTR,Temur (RGU),11,18
1359,2023-07-15,LTR,Abzan (GWB),18,31
1360,2023-07-15,LTR,Esper (WUB),3,6
1361,2023-07-15,LTR,Grixis (UBR),21,45
1362,2023-07-15,LTR,Jund (BRG),3,9
1363,2023-07-15,LTR,Naya (RGW),9,18
1364,2023-07-15,LTR,Bant (GWU),2,4
1365,2023-07-15,LTR,Jeskai (WUR) + Splash,3,6
1366,2023-07-15,LTR,Sultai (UBG) + Splash,13,19
1367,2023-07-15,LTR,Mardu (BRW) + Splash,5,8
1368,2023-07-15,LTR,Temur (RGU) + Splash,5,10
1369,2023-07-15,LTR,Abzan (GWB) + Splash,10,25
1370,2023-07-15,LTR,Esper (WUB) + Splash,0,0
1371,2023-07-15,LTR,Grixis (UBR) + Splash,2,2
1372,2023-07-15,LTR,Jund (BRG) + Splash,15,25
1373,2023-07-15,LTR,Naya (RGW) + Splash,15,24
1374,2023-07-15,LTR,Bant (GWU) + Splash,6,10
1375,2023-07-15,LTR,Four-color,2,5
1376,2023-07-15,LTR,Four-color + Splash,4,9
1377,2023-07-15,LTR,Five-color,0,0
1378,2023-07-16,LTR,Mono-White,0,0
1379,2023-07-16,LTR,Mono-Blue,0,0
1380,2023-07-16,LTR,Mono-Black,0,0
1381,2023-07-16,LTR,Mono-Red,0,0
1382,2023-07-16,LTR,Mono-Green,0,0
1383,2023-07-16,LTR,Mono-White + Splash,0,0
1384,2023-07-16,LTR,Mono-Blue + Splash,1,3
1385,2023-07-16,LTR,Mono-Black + Splash,0,0
1386,2023-07-16,LTR,Mono-Red + Splash,0,0
1387,2023-07-16,LTR,Mono-Green + Splash,0,0
1388,2023-07-16,LTR,Azorius (WU),21,45
1389,2023-07-16,LTR,Dimir (UB),177,283
1390,2023-07-16,LTR,Rakdos (BR),238,405
1391,2023-07-16,LTR,Gruul (RG),19,30
1392,2023-07-16,LTR,Selesnya (GW),25,42
1393,2023-07-16,LTR,Orzhov (WB),109,176
1394,2023-07-16,LTR,Golgari (BG),45,62
1395,2023-07-16,LTR,Simic (GU),20,32
1396,2023-07-16,LTR,Izzet (UR),247,416
1397,2023-07-16,LTR,Boros (RW),81,141
1398,2023-07-16,LTR,Azorius (WU) + Splash,11,21
1399,2023-07-16,LTR,Dimir (UB) + Splash,85,141
1400,2023-07-16,LTR,Rakdos (BR) + Splash,55,87
1401,2023-07-16,LTR,Gruul (RG) + Splash,18,28
1402,2023-07-16,LTR,Selesnya (GW) + Splash,28,43
1403,2023-07-16,LTR,Orzhov (WB) + Splash,47,68
1404,2023-07-16,LTR,Golgari (BG) + Splash,56,91
1405,2023-07-16,LTR,Simic (GU) + Splash,22,45
1406,2023-07-16,LTR,Izzet (UR) + Splash,62,112
1407,2023-07-16,LTR,Boros (RW) + Splash,15,23
1408,2023-07-16,LTR,Jeskai (WUR),7,18
1409,2023-07-16,LTR,Sultai (UBG),4,10
1410,2023-07-16,LTR,Mardu (BRW),6,10
1411,2023-07-16,LTR,Temur (RGU),6,11
1412,2023-07-16,LTR,Abzan (GWB),11,18
1413,2023-07-16,LTR,Esper (WUB),10,18
1414,2023-07-16,LTR,Grixis (UBR),46,86
1415,2023-07-16,LTR,Jund (BRG),14,19
1416,2023-07-16,LTR,Naya (RGW),13,24
1417,2023-07-16,LTR,Bant (GWU),0,0
1418,2023-07-16,LTR,Jeskai (WUR) + Splash,1,4
1419,2023-07-16,LTR,Sultai (UBG) + Splash,8,12
1420,2023-07-16,LTR,Mardu (BRW) + Splash,2,4
1421,2023-07-16,LTR,Temur (RGU) + Splash,13,18
1422,2023-07-16,LTR,Abzan (GWB) + Splash,8,13
1423,2023-07-16,LTR,Esper (WUB) + Splash,0,0
1424,2023-07-16,LTR,Grixis (UBR) + Splash,2,5
1425,2023-07-16,LTR,Jund (BRG) + Splash,0,2
1426,2023-07-16,LTR,Naya (RGW) + Splash,3,6
1427,2023-07-16,LTR,Bant (GWU) + Splash,5,11
1428,2023-07-16,LTR,Four-color,7,12
1429,2023-07-16,LTR,Four-color + Splash,0,0
1430,2023-07-16,LTR,Five-color,0,0
1431,2023-07-17,LTR,Mono-White,0,0
1432,2023-07-17,LTR,Mono-Blue,0,0
1433,2023-07-17,LTR,Mono-Black,0,0
1434,2023-07-17,LTR,Mono-Red,0,0
1435,2023-07-17,LTR,Mono-Green,0,0
1436,2023-07-17,LTR,Mono-White + Splash,0,0
1437,2023-07-17,LTR,Mono-Blue + Splash,0,0
1438,2023-07-17,LTR,Mono-Black + Splash,0,0
1439,2023-07-17,LTR,Mono-Red + Splash,0,0
1440,2023-07-17,LTR,Mono-Green + Splash,0,0
1441,2023-07-17,LTR,Azorius (WU),22,32
1442,2023-07-17,LTR,Dimir (UB),159,269
1443,2023-07-17,LTR,Rakdos (BR),236,365
1444,2023-07-17,LTR,Gruul (RG),4,11
1445,2023-07-17,LTR,Selesnya (GW),14,22
1446,2023-07-17,LTR,Orzhov (WB),95,161
1447,2023-07-17,LTR,Golgari (BG),29,47
1448,2023-07-17,LTR,Simic (GU),14,24
1449,2023-07-17,LTR,Izzet (UR),194,339
1450,2023-07-17,LTR,Boros (RW),42,78
1451,2023-07-17,LTR,Azorius (WU) + Splash,1,3
1452,2023-07-17,LTR,Dimir (UB) + Splash,47,73
1453,2023-07-17,LTR,Rakdos (BR) + Splash,61,102
1454,2023-07-17,LTR,Gruul (RG) + Splash,11,24
1455,2023-07-17,LTR,Selesnya (GW) + Splash,53,85
1456,2023-07-17,LTR,Orzhov (WB) + Splash,21,46
1457,2023-07-17,LTR,Golgari (BG) + Splash,36,56
1458,2023-07-17,LTR,Simic (GU) + Splash,15,26
1459,2023-07-17,LTR,Izzet (UR) + Splash,65,113
1460,2023-07-17,LTR,Boros (RW) + Splash,15,22
1461,2023-07-17,LTR,Jeskai (WUR),9,14
1462,2023-07-17,LTR,Sultai (UBG),3,6
1463,2023-07-17,LTR,Mardu (BRW),7,14
1464,2023-07-17,LTR,Temur (RGU),1,5
1465,2023-07-17,LTR,Abzan (GWB),4,6
1466,2023-07-17,LTR,Esper (WUB),5,11
1467,2023-07-17,LTR,Grixis (UBR),50,88
1468,2023-07-17,LTR,Jund (BRG),8,14
1469,2023-07-17,LTR,Naya (RGW),29,47
1470,2023-07-17,LTR,Bant (GWU),8,20
1471,2023-07-17,LTR,Jeskai (WUR) + Splash,0,0
1472,2023-07-17,LTR,Sultai (UBG) + Splash,3,3
1473,2023-07-17,LTR,Mardu (BRW) + Splash,7,8
1474,2023-07-17,LTR,Temur (RGU) + Splash,3,9
1475,2023-07-17,LTR,Abzan (GWB) + Splash,4,10
1476,2023-07-17,LTR,Esper (WUB) + Splash,0,0
1477,2023-07-17,LTR,Grixis (UBR) + Splash,4,7
1478,2023-07-17,LTR,Jund (BRG) + Splash,4,16
1479,2023-07-17,LTR,Naya (RGW) + Splash,7,9
1480,2023-07-17,LTR,Bant (GWU) + Splash,10,17
1481,2023-07-17,LTR,Four-color,2,3
1482,2023-07-17,LTR,Four-color + Splash,1,7
1483,2023-07-17,LTR,Five-color,0,0
1484,2023-07-18,LTR,Mono-White,0,0
1485,2023-07-18,LTR,Mono-Blue,0,0
1486,2023-07-18,LTR,Mono-Black,0,0
1487,2023-07-18,LTR,Mono-Red,0,0
1488,2023-07-18,LTR,Mono-Green,0,0
1489,2023-07-18,LTR,Mono-White + Splash,0,0
1490,2023-07-18,LTR,Mono-Blue + Splash,0,0
1491,2023-07-18,LTR,Mono-Black + Splash,0,0
1492,2023-07-18,LTR,Mono-Red + Splash,0,0
1493,2023-07-18,LTR,Mono-Green + Splash,0,0
1494,2023-07-18,LTR,Azorius (WU),16,29
1495,2023-07-18,LTR,Dimir (UB),95,165
1496,2023-07-18,LTR,Rakdos (BR),150,229
1497,2023-07-18,LTR,Gruul (RG),6,12
1498,2023-07-18,LTR,Selesnya (GW),21,32
1499,2023-07-18,LTR,Orzhov (WB),60,103
1500,2023-07-18,LTR,Golgari (BG),7,11
1501,2023-07-18,LTR,Simic (GU),10,18
1502,2023-07-18,LTR,Izzet (UR),230,346
1503,2023-07-18,LTR,Boros (RW),26,50
1504,2023-07-18,LTR,Azorius (WU) + Splash,25,43
1505,2023-07-18,LTR,Dimir (UB) + Splash,81,147
1506,2023-07-18,LTR,Rakdos (BR) + Splash,32,57
1507,2023-07-18,LTR,Gruul (RG) + Splash,8,16
1508,2023-07-18,LTR,Selesnya (GW) + Splash,28,52
1509,2023-07-18,LTR,Orzhov (WB) + Splash,32,48
1510,2023-07-18,LTR,Golgari (BG) + Splash,40,71
1511,2023-07-18,LTR,Simic (GU) + Splash,17,32
1512,2023-07-18,LTR,Izzet (UR) + Splash,64,97
1513,2023-07-18,LTR,Boros (RW) + Splash,18,25
1514,2023-07-18,LTR,Jeskai (WUR),5,8
1515,2023-07-18,LTR,Sultai (UBG),2,5
1516,2023-07-18,LTR,Mardu (BRW),6,10
1517,2023-07-18,LTR,Temur (RGU),0,0
